Nome da Nota,Data da Última Modificação,Data da Nota,Tags,Contagem de Palavras,Links,Caminho da Nota,Palavras/Link,cont_tags,quão_escondido
Duplicatas,2025-03-18,2024-11-24,[],92,9,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Duplicatas.md,6.909090909090909,0,5
Filtragem condicional,2024-11-22,2024-11-22,[],61,1,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Filtragem condicional.md,1.5554285714285714,0,5
Indexação Booleana,2024-11-22,2024-11-18,['Pandas'],102,2,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Indexação Booleana.md,1.752212389380531,1,5
Máscara booleana,2024-11-22,2024-11-22,['Conceito'],264,16,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Máscara booleana.md,5.564102564102564,1,5
NaN nulo,2024-12-21,2024-12-21,[],19,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\NaN nulo.md,1.1943807339449541,0,5
Ordenar,2024-11-24,2024-11-24,['Conceito'],48,1,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Ordenar.md,1.7577142857142858,1,5
Pré-processamento de dados,2024-11-24,2024-11-20,['Conceito'],76,3,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Pré-processamento de dados.md,2.837708830548926,1,5
Split Apply Combine,2024-12-28,2024-12-28,['Conceito'],19,1,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Split Apply Combine.md,2.380571428571429,1,5
types,2024-11-14,2024-11-14,['Comando'],95,4,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\types.md,3.0323529411764705,1,5
Valores ausentes,2025-02-17,2024-11-20,['Conceito'],91,3,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Valores ausentes.md,2.5656324582338903,1,5
Window functions,2024-12-26,,[],0,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Window functions.md,1.3549311926605505,0,5
",agg",2024-12-28,2024-12-28,['Conceito'],94,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,agg.md",1.1908571428571428,1,6
",apply",2024-12-28,2024-12-27,['Comando'],140,3,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,apply.md",1.9260143198090691,1,6
",astype",2024-12-22,2024-12-21,['Comando'],70,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,astype.md",0.7173165137614679,1,6
",columns",2024-12-28,2024-12-28,['Comando'],51,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,columns.md",0.8514908256880734,1,6
",concat",2024-12-28,2024-12-28,[],80,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,concat.md",1.3211428571428572,0,6
",corr",2024-12-18,2024-12-18,['Comando'],69,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,corr.md",0.7224770642201835,1,6
",crosstab",2025-04-10,2025-04-10,['Comando'],83,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,crosstab.md",0.6519495412844036,1,6
",describe",2024-12-05,2024-12-05,[],80,2,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,describe.md",2.046017699115044,0,6
",drop",2024-12-29,2024-12-29,[],117,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,drop.md",0.518348623853211,0,6
",dropna",2025-05-29,2024-11-21,['Comando'],89,5,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,dropna.md",3.8216783216783217,1,6
",drop_duplicates",2024-11-25,2024-11-24,['Comando'],52,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,drop_duplicates.md",1.6765714285714286,1,6
",dt",2024-12-27,2024-12-27,['Comando'],113,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,dt.md",1.0617142857142856,1,6
",dtypes",2024-12-22,2024-12-21,['Comando'],50,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,dtypes.md",0.8606651376146789,1,6
",duplicated",2024-12-06,2024-11-22,['Comando'],45,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,duplicated.md",0.9180045871559633,1,6
",fillna",2024-12-14,2024-11-20,['Comando'],32,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,fillna.md",2.0868571428571427,1,6
",groupby",2025-03-25,2024-11-24,['Comando'],72,4,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,groupby.md",3.6,1,6
",head",2025-03-06,2024-11-22,['Comando'],21,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,head.md",2.328,1,6
",iloc",2024-12-13,2024-12-13,['Comando'],184,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,iloc.md",0.36123853211009177,1,6
",index",2024-12-22,2024-12-12,['Comando'],73,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,index.md",0.694954128440367,1,6
",info",2025-03-06,2024-11-14,['Comando'],94,3,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,info.md",2.486873508353222,1,6
",isin",2024-12-13,2024-12-13,[],66,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,isin.md",0.7373853211009175,0,6
",isna ou isnull",2024-11-21,2024-11-20,['Comando'],79,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,isna ou isnull.md",1.3291428571428572,1,6
",loc",2024-11-18,2024-11-14,['Comando'],273,3,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,loc.md",0.9832935560859188,1,6
",merge",2025-03-24,2024-12-28,['Comando'],123,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,merge.md",0.5068807339449541,1,6
",nan",2024-12-27,,[],0,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,nan.md",1.3549311926605505,0,6
",nunique",2024-11-23,2024-11-23,['Comando'],41,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,nunique.md",1.904,1,6
",pivot_table",2024-12-28,2024-12-28,['Conceito'],141,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,pivot_table.md",0.4610091743119266,1,6
",query",2024-12-13,2024-12-13,[],55,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,query.md",0.8205275229357798,0,6
",read_csv",2024-12-05,2024-11-29,['Comando'],117,3,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,read_csv.md",2.1575178997613365,1,6
",read_excel",2024-11-29,2024-11-29,['Comando'],36,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,read_excel.md",1.9908571428571429,1,6
",rename",2024-11-25,2024-11-25,['Comando'],68,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,rename.md",1.4514285714285715,1,6
",reset_index",2024-11-24,2024-11-24,['Comando'],65,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,reset_index.md",0.7477064220183486,1,6
",sample",2024-11-30,2024-11-30,['Comando'],33,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,sample.md",2.069714285714286,1,6
",Series",2024-12-12,2024-12-12,['Comando'],30,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,Series.md",1.0711009174311927,1,6
",set_index",2024-12-13,2024-12-13,['Comando'],6,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,set_index.md",1.3107798165137614,1,6
",shape",2024-11-14,2024-11-14,['Comando'],14,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,shape.md",1.2557339449541285,1,6
",sort_index",2024-12-05,2024-12-05,['Comando'],47,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,sort_index.md",0.893348623853211,1,6
",sort_values",2024-11-24,2024-11-24,['Conceito'],75,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,sort_values.md",1.3668571428571428,1,6
",tail",2024-11-29,2024-11-29,[],26,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,tail.md",1.1095183486238531,0,6
",to_datetime",2024-12-27,2024-12-26,['Comando'],270,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,to_datetime.md",0.24025229357798164,1,6
",to_frame()",2025-03-23,2025-03-23,[],16,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,to_frame().md",2.4594285714285715,0,6
",to_numeric",2024-12-22,2024-12-21,['Comando'],67,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,to_numeric.md",0.7327981651376146,1,6
",tz_convert() e ,tz_localize()",2024-12-27,2024-12-27,['Comando'],212,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,tz_convert() e ,tz_localize().md",0.3165137614678899,1,6
",unique",2025-03-10,2024-11-23,['Comando'],38,2,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,unique.md",3.033628318584071,1,6
",value_count or nunique or duplicates",2024-12-14,,[],0,1,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,value_count or nunique or duplicates.md",2.7005714285714286,0,6
",value_counts",2024-12-22,2024-12-22,['Comando'],40,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,value_counts.md",0.9655963302752294,1,6
",where",2024-12-14,2024-12-14,[],65,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\,where.md",0.7477064220183486,0,6
axis=,2024-11-22,2024-11-22,[],383,18,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\axis=.md,4.694915254237288,0,6
Comandos,2025-01-31,2024-08-21,['Programação'],1197,12,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\Comandos.md,0.7663551401869159,1,6
filtragem simples,2024-12-14,2024-12-14,[],34,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\filtragem simples.md,1.025229357798165,0,6
index=,2024-12-13,2024-12-13,['Comando'],74,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\index=.md,0.6903669724770642,1,6
inplace=,2025-02-17,2024-11-21,['Comando'],315,25,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\inplace=.md,14.04,1,6
Normalizar nomes de colunas,2024-11-20,2024-11-20,['Comando'],35,1,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\Normalizar nomes de colunas.md,2.0148571428571427,1,6
Sem título,2024-12-27,,[],0,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\Sem título.md,1.3549311926605505,0,6
subset=,2024-11-22,2024-11-22,[],87,4,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\subset=.md,3.2588235294117647,0,6
~,2024-12-05,2024-12-05,[],24,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pandas\Comandos\~.md,1.1313073394495412,0,6
Pytest,2025-02-03,2025-02-03,[],267,0,01 - Progetos\zData Analyst\Python\Biblioteca\Pyteste\Pytest.md,0.24541284403669725,0,5
regex,2025-02-17,2025-02-17,['Comando'],279,0,01 - Progetos\zData Analyst\Python\Biblioteca\re\regex.md,0.23222477064220184,1,5
",findall",2025-02-17,2025-02-17,['Comando'],22,0,"01 - Progetos\zData Analyst\Python\Biblioteca\re\Comandos\,findall.md",1.1553899082568808,1,6
",search",2025-02-17,2025-02-17,['Comando'],28,0,"01 - Progetos\zData Analyst\Python\Biblioteca\re\Comandos\,search.md",1.0934633027522935,1,6
",split",2025-02-17,2025-02-17,['Comando'],47,0,"01 - Progetos\zData Analyst\Python\Biblioteca\re\Comandos\,split.md",0.893348623853211,1,6
",sub",2025-02-17,2025-02-17,['Comando'],43,0,"01 - Progetos\zData Analyst\Python\Biblioteca\re\Comandos\,sub.md",0.9369266055045872,1,6
",get",2025-01-31,2025-01-31,['Comando'],88,0,"01 - Progetos\zData Analyst\Python\Biblioteca\resquests\Comando\,get.md",0.6307339449541285,1,6
",status_code",2025-01-31,2025-01-31,['Comando'],42,0,"01 - Progetos\zData Analyst\Python\Biblioteca\resquests\Comando\,status_code.md",0.9466743119266054,1,6
",text",2025-01-31,2025-01-31,['Comando'],18,0,"01 - Progetos\zData Analyst\Python\Biblioteca\resquests\Comando\,text.md",1.2069954128440368,1,6
",cdf",2025-01-07,2025-01-07,['Comando'],52,0,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,cdf.md",0.8411697247706422,1,6
",norm",2025-01-07,2025-01-07,['Comando'],29,1,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,norm.md",2.158857142857143,1,6
",ppf",2025-01-07,2025-01-07,['Comando'],65,0,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,ppf.md",0.7477064220183486,1,6
",pvalue",2025-01-09,2025-01-08,['Comando'],220,1,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,pvalue.md",0.6057142857142858,1,6
",ttest_1samp",2025-01-09,2025-01-08,['Comando'],77,1,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,ttest_1samp.md",1.3497142857142856,1,6
",ttest_ind",2025-01-09,2025-01-09,['Comando'],58,0,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,ttest_ind.md",0.8073394495412844,1,6
",ttest_rel",2025-01-09,2025-01-09,['Comando'],78,0,"01 - Progetos\zData Analyst\Python\Biblioteca\SciPy\Comando\,ttest_rel.md",0.6720183486238532,1,6
",jointplot()",2025-04-12,2025-04-12,['Comando'],36,2,"01 - Progetos\zData Analyst\Python\Biblioteca\Seaborn\Comandos\,jointplot().md",3.0831858407079644,1,6
",back & ,forward",2025-02-10,2025-02-10,['Comando'],12,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,back & ,forward.md",1.2689220183486238,1,6
",current_url",2025-02-11,2025-02-11,['Comando'],10,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,current_url.md",1.290137614678899,1,6
",find_element",2025-02-10,2025-02-10,['Comando'],26,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,find_element.md",1.1095183486238531,1,6
",find_elements",2025-02-10,2025-02-10,['Comando'],26,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,find_elements.md",1.1095183486238531,1,6
",refresh()",2025-02-11,2025-02-11,['Comando'],14,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,refresh().md",1.2557339449541285,1,6
",send_keys()",2025-02-13,2025-02-13,['Comando'],11,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,send_keys().md",1.2775229357798166,1,6
",title",2025-02-11,2025-02-11,['Comando'],11,0,"01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Codigo\,title.md",1.2775229357798166,1,6
Atributos,2025-02-10,2025-02-10,[],9,1,01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Conceito\Atributos.md,2.5908571428571427,0,6
DOM,2025-02-10,2025-02-10,[],192,0,01 - Progetos\zData Analyst\Python\Biblioteca\Selenium4\Conceito\DOM.md,0.349197247706422,0,6
Streamlit,2025-01-31,2025-01-31,['[]'],105,2,01 - Progetos\zData Analyst\Python\Biblioteca\Streamlit\Streamlit.md,1.7256637168141593,1,5
",get",2024-11-13,2024-11-13,['Python'],94,0,"01 - Progetos\zData Analyst\Python\Comandos\,get.md",0.5974770642201835,1,4
",__dict__",2025-02-10,2024-08-13,['Python'],106,4,"01 - Progetos\zData Analyst\Python\Comandos\,__dict__.md",2.847058823529412,1,4
@atributo.setters e getters,2025-02-10,2024-08-15,['POO'],153,2,01 - Progetos\zData Analyst\Python\Comandos\@atributo.setters e getters.md,1.3380530973451328,1,4
@classmethod,2025-01-28,2025-01-28,['Comando'],40,1,01 - Progetos\zData Analyst\Python\Comandos\@classmethod.md,1.9245714285714286,1,4
@property,2025-02-10,2024-08-15,['Python'],127,4,01 - Progetos\zData Analyst\Python\Comandos\@property.md,2.5588235294117645,1,4
@staticmethod,2025-01-28,2025-01-28,['Conceito'],21,1,01 - Progetos\zData Analyst\Python\Comandos\@staticmethod.md,2.328,1,4
Argumento,2024-11-16,2024-11-15,['Conceito'],19,2,01 - Progetos\zData Analyst\Python\Comandos\Argumento.md,3.686725663716814,1,4
Decorador,2024-08-16,2024-08-15,['Python'],14,2,01 - Progetos\zData Analyst\Python\Comandos\Decorador.md,3.8761061946902653,1,4
Estilo de código,2025-02-03,2025-02-03,[],741,0,01 - Progetos\zData Analyst\Python\Comandos\Estilo de código.md,0.06880733944954129,0,4
Função,2024-11-15,2024-11-14,['Comando'],15,3,01 - Progetos\zData Analyst\Python\Comandos\Função.md,5.183770883054892,1,4
"math,factorial",2025-01-04,2025-01-04,['Comando'],19,0,"01 - Progetos\zData Analyst\Python\Comandos\math,factorial.md",1.1943807339449541,1,4
Parâmetro,2024-11-16,2024-11-15,['Conceito'],47,2,01 - Progetos\zData Analyst\Python\Comandos\Parâmetro.md,2.7575221238938052,1,4
pptint(),2024-08-26,2024-08-26,['Programação'],41,0,01 - Progetos\zData Analyst\Python\Comandos\pptint().md,0.9552752293577982,1,4
Private em python,2024-08-13,2024-08-13,['Python'],146,0,01 - Progetos\zData Analyst\Python\Comandos\Private em python.md,0.4518348623853211,1,4
try except else finally,2025-01-28,2025-01-28,[],45,0,01 - Progetos\zData Analyst\Python\Comandos\try except else finally.md,0.9180045871559633,0,4
",ipynb",2025-01-25,2025-01-25,['Conceito'],10,0,"01 - Progetos\zData Analyst\Python\Conceitos\,ipynb.md",1.290137614678899,1,4
",itens()",2025-02-11,2025-02-11,['Comando'],79,0,"01 - Progetos\zData Analyst\Python\Conceitos\,itens().md",0.6668577981651376,1,4
Atributo,2024-11-15,2024-11-14,['Conceito'],31,1,01 - Progetos\zData Analyst\Python\Conceitos\Atributo.md,2.105142857142857,1,4
Composição p,2025-02-10,2024-08-13,['POO'],135,5,01 - Progetos\zData Analyst\Python\Conceitos\Composição p.md,2.874125874125874,1,4
Escopo de variáveis,2025-01-28,2025-01-28,['Conceito'],135,0,01 - Progetos\zData Analyst\Python\Conceitos\Escopo de variáveis.md,0.4713302752293578,1,4
gerenciador de contexto,2025-01-29,2025-01-29,['Conceito'],170,1,01 - Progetos\zData Analyst\Python\Conceitos\gerenciador de contexto.md,0.7794285714285715,1,4
Importação,2025-01-28,2025-01-28,[],32,0,01 - Progetos\zData Analyst\Python\Conceitos\Importação.md,1.0470183486238531,0,4
Instrução,2025-03-19,2024-11-13,['Conceito'],51,20,01 - Progetos\zData Analyst\Python\Conceitos\Instrução.md,29.7,1,4
Linter,2025-02-03,2025-02-03,[],46,0,01 - Progetos\zData Analyst\Python\Conceitos\Linter.md,0.9059633027522935,0,4
Modo interativo,2025-02-10,2025-02-10,['Comando'],25,0,01 - Progetos\zData Analyst\Python\Conceitos\Modo interativo.md,1.1192660550458715,1,4
Método de classe,2025-01-28,2025-01-28,['Conceito'],47,0,01 - Progetos\zData Analyst\Python\Conceitos\Método de classe.md,0.893348623853211,1,4
Método estático,2025-01-28,2025-01-28,['Conceito'],60,0,01 - Progetos\zData Analyst\Python\Conceitos\Método estático.md,0.7895642201834863,1,4
Método,2025-01-31,2024-11-13,[],108,37,01 - Progetos\zData Analyst\Python\Conceitos\Método.md,59.75,0,4
Objetos são acessado por endereços,2024-08-12,2024-08-12,['Python'],148,2,01 - Progetos\zData Analyst\Python\Conceitos\Objetos são acessado por endereços.md,1.384070796460177,1,4
PEP 257,2025-02-03,2025-02-03,['[]'],46,0,01 - Progetos\zData Analyst\Python\Conceitos\PEP 257.md,0.9059633027522935,1,4
PEP 8,2025-02-03,2025-02-03,['Comando'],74,0,01 - Progetos\zData Analyst\Python\Conceitos\PEP 8.md,0.6903669724770642,1,4
REPL,2025-01-25,2025-01-25,['Conceito'],31,0,01 - Progetos\zData Analyst\Python\Conceitos\REPL.md,1.0561926605504588,1,4
Sem título,2025-02-13,,[],0,0,01 - Progetos\zData Analyst\Python\Conceitos\Sem título.md,1.3549311926605505,0,4
to int,2024-12-26,2024-12-26,['Conceito'],55,6,01 - Progetos\zData Analyst\Python\Conceitos\to int.md,5.864754098360656,1,4
traceback,2025-02-07,2025-02-07,['Conceito'],185,0,01 - Progetos\zData Analyst\Python\Conceitos\traceback.md,0.35951834862385323,1,4
Type Hints,2025-01-28,2025-01-28,['Conceito'],215,1,01 - Progetos\zData Analyst\Python\Conceitos\Type Hints.md,0.6182857142857143,1,4
xpath,2025-02-12,2025-02-12,[],65,0,01 - Progetos\zData Analyst\Python\Conceitos\xpath.md,0.7477064220183486,0,4
Comandos,2024-08-22,2024-08-22,['Programação'],538,4,01 - Progetos\zData Analyst\Python\Scikit-Learn\Comandos.md,0.49411764705882355,1,4
'backticks',2024-10-09,2024-10-09,['DataAnalyst'],56,0,01 - Progetos\zData Analyst\SQL\'backticks'.md,0.8153669724770642,1,3
Campos,2024-09-16,2024-09-16,['DataAnalyst'],25,1,01 - Progetos\zData Analyst\SQL\Campos.md,2.230857142857143,1,3
Dados caracteres e strings,2024-09-13,2024-09-12,['DataAnalyst'],20,1,01 - Progetos\zData Analyst\SQL\Dados caracteres e strings.md,2.352,1,3
Dados Diversos,2024-12-31,2024-09-11,['DataAnalyst'],46,7,01 - Progetos\zData Analyst\SQL\Dados Diversos.md,7.669902912621359,1,3
Dados sequência de Unicode,2024-12-31,2024-09-11,['DataAnalyst'],71,10,01 - Progetos\zData Analyst\SQL\Dados sequência de Unicode.md,9.31578947368421,1,3
"Diferenças DML,DDL e DCL",2024-09-12,2024-09-11,['DataAnalyst'],43,3,"01 - Progetos\zData Analyst\SQL\Diferenças DML,DDL e DCL.md",3.899761336515513,1,3
Different Types,2024-09-21,2024-09-21,['DataAnalyst'],25,0,01 - Progetos\zData Analyst\SQL\Different Types.md,1.1192660550458715,1,3
Erro code 1175,2024-09-16,2024-09-15,['Erro'],87,5,01 - Progetos\zData Analyst\SQL\Erro code 1175.md,3.874125874125874,1,3
Geral,2024-12-31,2024-09-11,['DataAnalyst'],33,6,01 - Progetos\zData Analyst\SQL\Geral.md,7.422131147540983,1,3
Linguagem de Controle de Dados (DCL),2024-12-31,2024-09-11,['DataAnalyst'],47,4,01 - Progetos\zData Analyst\SQL\Linguagem de Controle de Dados (DCL).md,4.58235294117647,1,3
Linguagem de Definição de Dados (DDL),2024-12-31,2024-09-11,['DataAnalyst'],65,7,01 - Progetos\zData Analyst\SQL\Linguagem de Definição de Dados (DDL).md,6.330097087378641,1,3
Linguagem de Manipulação de Dados (DML),2024-12-31,2024-09-11,['DataAnalyst'],72,8,01 - Progetos\zData Analyst\SQL\Linguagem de Manipulação de Dados (DML).md,6.954545454545454,1,3
Otimizar as consultas SQL,2024-09-26,2024-09-26,['DataAnalyst'],517,11,01 - Progetos\zData Analyst\SQL\Otimizar as consultas SQL.md,1.5478260869565217,1,3
Projetos,2024-08-31,2024-08-19,['Programação'],474,1,01 - Progetos\zData Analyst\SQL\Projetos.md,0.232,1,3
Qualificador de escopo,2024-10-10,2024-10-09,['DataAnalyst'],212,1,01 - Progetos\zData Analyst\SQL\Qualificador de escopo.md,0.6308571428571429,1,3
Queries,2024-12-31,2024-09-11,['DataAnalyst'],36,3,01 - Progetos\zData Analyst\SQL\Queries.md,4.157517899761337,1,3
RDBMS,2024-12-31,2024-09-11,['DataAnalyst'],561,14,01 - Progetos\zData Analyst\SQL\RDBMS.md,1.7906976744186047,1,3
SCHEMA,2024-10-09,2024-10-09,['DataAnalyst'],319,4,01 - Progetos\zData Analyst\SQL\SCHEMA.md,1.0176470588235293,1,3
Sintaxe SQL,2024-12-31,2024-09-11,['DataAnalyst'],66,11,01 - Progetos\zData Analyst\SQL\Sintaxe SQL.md,11.182608695652174,1,3
SQL vx NoSQL,2024-12-31,2024-09-11,['DataAnalyst'],295,10,01 - Progetos\zData Analyst\SQL\SQL vx NoSQL.md,2.81203007518797,1,3
SQL,2024-12-31,2024-09-11,['DataAnalyst'],47,6,01 - Progetos\zData Analyst\SQL\SQL.md,6.385245901639344,1,3
SSMS,2024-09-28,2024-09-28,['DataAnalyst'],70,2,01 - Progetos\zData Analyst\SQL\SSMS.md,2.214159292035398,1,3
Subquereies Aninhadas,2024-09-21,2024-09-21,['DataAnalyst'],37,0,01 - Progetos\zData Analyst\SQL\Subquereies Aninhadas.md,0.9908256880733946,1,3
Subquereies Correlacionadas,2024-09-21,2024-09-21,['DataAnalyst'],39,0,01 - Progetos\zData Analyst\SQL\Subquereies Correlacionadas.md,0.9747706422018348,1,3
Subqueries,2024-09-21,2024-09-21,['DataAnalyst'],38,3,01 - Progetos\zData Analyst\SQL\Subqueries.md,4.090692124105012,1,3
Tipos de dados SQL,2024-12-31,2024-09-11,['DataAnalyst'],48,8,01 - Progetos\zData Analyst\SQL\Tipos de dados SQL.md,8.738636363636363,1,3
Unicode,2024-12-31,2024-09-11,['DataAnalyst'],42,1,01 - Progetos\zData Analyst\SQL\Unicode.md,1.8868571428571428,1,3
Árvore balanceada,2024-09-26,2024-09-26,['DataAnalyst'],96,1,01 - Progetos\zData Analyst\SQL\Árvore balanceada.md,1.169142857142857,1,3
Coisas para juntar,2024-10-23,,[],16,10,01 - Progetos\zData Analyst\SQL\00\Coisas para juntar.md,16.18045112781955,0,4
ABS,2024-10-23,2024-09-23,['Comando'],61,1,01 - Progetos\zData Analyst\SQL\Comandos\ABS.md,1.5554285714285714,1,4
ADD,2024-09-15,2024-09-15,['Comando'],51,1,01 - Progetos\zData Analyst\SQL\Comandos\ADD.md,1.697142857142857,1,4
ALTER,2024-09-13,2024-09-13,['DataAnalyst'],20,0,01 - Progetos\zData Analyst\SQL\Comandos\ALTER.md,1.180045871559633,1,4
AND,2024-09-17,2024-09-17,['DataAnalyst'],32,0,01 - Progetos\zData Analyst\SQL\Comandos\AND.md,1.0470183486238531,1,4
AS,2024-09-19,2024-09-16,['DataAnalyst'],148,1,01 - Progetos\zData Analyst\SQL\Comandos\AS.md,0.8937142857142857,1,4
ASC,2024-09-16,2024-09-16,['DataAnalyst'],24,0,01 - Progetos\zData Analyst\SQL\Comandos\ASC.md,1.1313073394495412,1,4
asterisco,2024-09-13,2024-09-13,['Comando'],13,0,01 - Progetos\zData Analyst\SQL\Comandos\asterisco.md,1.2637614678899083,1,4
BETWEEN,2024-09-19,2024-09-16,['DataAnalyst'],88,1,01 - Progetos\zData Analyst\SQL\Comandos\BETWEEN.md,1.2571428571428571,1,4
CASE,2024-10-23,2024-09-23,['Comando'],156,2,01 - Progetos\zData Analyst\SQL\Comandos\CASE.md,1.3097345132743363,1,4
CAST(),2025-02-18,2025-02-18,['Comando'],168,0,01 - Progetos\zData Analyst\SQL\Comandos\CAST().md,0.39793577981651373,1,4
CEILING,2024-09-23,2024-09-23,['Comando'],62,0,01 - Progetos\zData Analyst\SQL\Comandos\CEILING.md,0.768348623853211,1,4
CHECK,2024-09-20,2024-09-20,['DataAnalyst'],46,3,01 - Progetos\zData Analyst\SQL\Comandos\CHECK.md,3.7708830548926016,1,4
COALESCE,2024-09-25,2024-09-24,['Comando'],98,0,01 - Progetos\zData Analyst\SQL\Comandos\COALESCE.md,0.5791284403669725,1,4
CONCAT,2024-10-12,2024-09-21,['DataAnalyst'],82,0,01 - Progetos\zData Analyst\SQL\Comandos\CONCAT.md,0.6571100917431193,1,4
